# source=https://pfseform.financnasprava.sk/Formulare/eFormVzor/DP/form.621.prijimatelia_2026.html
# source_last_modified=Wed, 17 Jun 2026 06:44:32 GMT
# generated_at=2026-06-30T15:35:09.541Z
ico;obchMeno;pravnaForma;mesto;ulica;supisneCislo;orientacneCislo;psc;stat;iban;kodBanky;nazovBanky
52943186;Kristinkine oči;Občianske združenie;Imeľ;Krajná;199;7;94652;SK;SK6909000000005175898003;0900;Slovenská sporiteľňa, a.s.
36132632;AKNELA;Občianske združenie;Vrútky;Palackého;1940;30;03861;SK;SK6609000000000352324252;0900;Slovenská sporiteľňa, a.s.
53209915;Športový klub - Oko Senica;Občianske združenie;Senica;Robotnícka;2948;43A;90501;SK;SK9256000000009277018001;5600;Prima banka Slovensko, a.s.
37789147;Prešovské kultúrne a spoločenské združenie;Občianske združenie;Prešov;17. novembra;3726;27;08001;SK;SK3009000000005187476625;0900;Slovenská sporiteľňa, a.s.
35550325;Rodičovské združenie pri SOŠ v Strážskom;Občianske združenie;Strážske;Mierová;727;;07222;SK;SK5802000000003409272259;0200;Všeobecná úverová banka, a.s.
52948773;Čarodejník z krajiny, o.z.;Občianske združenie;Bratislava - mestská časť Lamač;Na barine;4684;10;84103;SK;SK4383300000002901831337;8330;Fio banka a.s
55144349;Krok pre Alexka;Občianske združenie;Suché;;41;;07101;SK;SK0975000000004032692919;7500;Československá obchodná banka, a.s.
42139104;Združenie pre deti z DeD;Občianske združenie;Malacky;Rakárenská;900;50;90101;SK;SK8002000000002676336953;0200;Všeobecná úverová banka, a.s.
55953182;Paralezec o.z.;Občianske združenie;Borová;;22;;91961;SK;SK1283300000002503045883;8330;Fio banka a.s
53306554;Family centrum;Občianske združenie;Košice - mestská časť Sever;Záborského;440;15;04001;SK;SK8683300000002801889814;8330;Fio banka a.s
37965921;Združenie rodičov pri ZŠ v Mani;Občianske združenie;Maňa;ZŠ, Školská;1;;94146;SK;SK4456000000002234808001;5600;Prima banka Slovensko, a.s.
42363233;FC Petržalka, futbalový klub;Občianske združenie;Bratislava - mestská časť Petržalka;M. Curie Sklodowskej;1816;1;85104;SK;SK3783300000002102735357;8330;Fio banka a.s
50895826;Platforma pre Bratislavu;Občianske združenie;Bratislava - mestská časť Staré Mesto;Dunajská;7614;8;81108;SK;SK1783300000002302035603;8330;Fio banka a.s
42071739;Martinky Ski team;Občianske združenie;Vrútky;I.československej brigády;2246;17;03861;SK;SK3775000000004010475729;7500;Československá obchodná banka, a.s.
54507235;VYZUJ PAPUČE;Občianske združenie;Bratislava - mestská časť Ružinov;Nezábudková;810;22;82101;SK;SK2483300000002002191890;8330;Fio banka a.s
53409949;LUXEMBOURG - SLOVAK BUSINESS CLUB;Občianske združenie;Šamorín;Sídlisko Platan;2727;3;93101;SK;SK2875000000004030888862;7500;Československá obchodná banka, a.s.
56009275;Iniciatíva ochrany zvierat;Občianske združenie;Kláštor pod Znievom;Cintorínska;98;3;03843;SK;SK8883300000002103318379;8330;Fio banka a.s
55069916;Inštutút Systémovej Dynamiky, občianske združenie;Občianske združenie;Bratislava - mestská časť Nové Mesto;Vajnorská;1346;167;83104;SK;SK7611110000001775721000;1111;UniCredit Bank Czech Republic and Slovakia, a.s.
53967330;XENEX nadácia;Nadácia;Žilina;Pri Rajčianke;8913;25;010 01;SK;SK1275000000004029688484;7500;Československá obchodná banka, a.s.
53672941;Jožinko;Občianske združenie;Čaklov;;342;;09435;SK;SK4009000000005196963724;0900;Slovenská sporiteľňa, a.s.
42013801;Slovak CQ Contest Club, spoločnosť rádioamatérov;Občianske združenie;Púchov;Nám. slobody;1407;40;02001;SK;SK3075000000004006143350;7500;Československá obchodná banka, a.s.
45743673;Cesta sv. Františka z Assisi, n.o.;Nezisková organizácia poskytujúca všeobecne prospešné služby;Kolta;;345;;94133;SK;SK1483300000002402005700;8330;Fio banka a.s
55754660;Jedinečný svet;Občianske združenie;Prestavlky;;33;;96601;SK;SK0975000000004034555707;7500;Československá obchodná banka, a.s.
00692697;TJ Družstevník Klenovec;Občianske združenie;Klenovec;Nová štvrť;720;2;98055;SK;SK4609000000000068940955;0900;Slovenská sporiteľňa, a.s.
42392896;Občianske združenie MODRÝ KĽÚČ;Občianske združenie;Sliač;Topoľová;1124;16;96231;SK;SK0909000000005122645598;0900;Slovenská sporiteľňa, a.s.
53479394;Pre naše dvojičky;Občianske združenie;Petrovce;;58;;09431;SK;SK1902000000004535604757;0200;Všeobecná úverová banka, a.s.
42021642;Stolnotenisový klub Veľké Uherce;Občianske združenie;Veľké Uherce;;130;;95841;SK;SK5809000000000038527553;0900;Slovenská sporiteľňa, a.s.
001774741922;Dobrovoľný hasičský zbor Malá Čausa;Občianske združenie;Malá Čausa;;175;;97101;SK;SK0475000000004034623212;7500;Československá obchodná banka, a.s.
54894671;Šanca pre občanov so zrakovým postihnutím;Občianske združenie;Martin;Majerčíkova;4985;40;03861;SK;SK3109000000005199905896;0900;Slovenská sporiteľňa, a.s.
45734992;Ľudmila n.o.;Nezisková organizácia poskytujúca všeobecne prospešné služby;Drienov;Košická;322;2;08204;SK;SK0311000000002921848806;1100;Tatra banka, a.s.
42420032;Občianske združenie Zvedavé včielky;Občianske združenie;Vyšný Žipov;;22;;09433;SK;SK3602000000003498005151;0200;Všeobecná úverová banka, a.s.
53765320;ŠPORTOVÝ KLUB DLHÉ POLE;Občianske združenie;Dlhé Pole;;1194;;01332;SK;SK4711000000002940113696;1100;Tatra banka, a.s.
51891034;MONTE - DETSKÝ SVET;Občianske združenie;Prešov;Kukučínova;857;27;08005;SK;SK1609000000005151259987;0900;Slovenská sporiteľňa, a.s.
50805240;"""""OZ Villa Bahun""""";Občianske združenie;Báhoň;SNP;220;20;90084;SK;SK7209000000005138375051;0900;Slovenská sporiteľňa, a.s.
37976397;Rada rodičov pri Základnej škole Raková č. 950;Občianske združenie;Raková;;950;;02351;SK;SK5702000000003073002959;0200;Všeobecná úverová banka, a.s.
42181330;EnviSlovakia, o.z.;Občianske združenie;Bratislava - mestská časť Petržalka;Kutlíkova;1755;17;85250;SK;SK1711000000002948006350;1100;Tatra banka, a.s.
56216211;NELA - Nebuď ľahostajný;Občianske združenie;Bratislava - mestská časť Ružinov;Na križovatkách;18397;27A;82104;SK;SK2902000000005054826759;0200;Všeobecná úverová banka, a.s.
42262577;Volley Team Záhorie;Občianske združenie;Malacky;gen. M. R. Štefánika;1175;7;90101;SK;SK1609000000005193891972;0900;Slovenská sporiteľňa, a.s.
45740062;Fond Jána Liguša, n.f.;Neinvestičný fond;Košice - mestská časť Juh;Omská;983;14;04001;SK;SK8611000000002925886586;1100;Tatra banka, a.s.
50624547;Pro traditio plus, n.o.;Nezisková organizácia poskytujúca všeobecne prospešné služby;Veľké Kapušany;Hlavná;;116;07901;SK;SK1409000000005125548718;0900;Slovenská sporiteľňa, a.s.
173196172794;SRRZ - RZ pri Súkromnej základnej škole - Magán Alapiskola;Občianske združenie;Rimavská Sobota;Mikszátha;1;;97901;SK;SK3109000000005122106076;0900;Slovenská sporiteľňa, a.s.
53115180;Športový klub Taekwon-do ITF FOX Prešov;Občianske združenie;Prešov;Ďumbierska;7331;40;08001;SK;SK1783300000002702069423;8330;Fio banka a.s
35582511;Domov Svätej Anny n. o.;Nezisková organizácia poskytujúca všeobecne prospešné služby;Poproč;Oľšavská - Vlčia Dolina;;25;04424;SK;SK3409000000000448080512;0900;Slovenská sporiteľňa, a.s.
30227151;Zápasnícky klub Baník Prievidza, o. z.;Občianske združenie;Prievidza;Ulica olympionikov;464;4;97101;SK;SK1909000000000066512076;0900;Slovenská sporiteľňa, a.s.
37875795;Združenie Bilovežan;Občianske združenie;Beloveža;;227;;08614;SK;SK2902000000001626416758;0200;Všeobecná úverová banka, a.s.
42310326;Občianske združenie Podpoľanček;Občianske združenie;Detva;Obrancov mieru;883;21;96212;SK;SK1809000000005051998299;0900;Slovenská sporiteľňa, a.s.
42380324;POKOJ;Občianske združenie;Prešov;Royova;13800;19A;08005;SK;SK2609000000005074479942;0900;Slovenská sporiteľňa, a.s.
42287065;Občianske združenie Spolu - Pre všetkých Együtt - Egymásért;Občianske združenie;Dunajský Klátov;OcÚ;20;;93021;SK;SK8075000000004032559624;7500;Československá obchodná banka, a.s.
34016660;Nadácia PRO RATIO;Nadácia;Šamorín;Slnečná;1117;2;93101;SK;SK9409000000000021872393;0900;Slovenská sporiteľňa, a.s.
55093744;Running Team;Občianske združenie;Bratislava - mestská časť Ružinov;Miletičova;550;1;82108;SK;SK6883300000002102738873;8330;Fio banka a.s
36084905;Zväz postihnutých civilizačnými chorobami v SR Základná organizácia Cífer;Občianske združenie;Cífer;Pác;122;;91943;SK;SK2283300000002903366352;8330;Fio banka a.s
31804331;Slovenský zväz záhradkárov Základná organizácia 3-20 Koliba - Vtáčnik;Občianske združenie;Bratislava - mestská časť Nové Mesto;Na Vtáčniku;;46;83101;SK;SK9775000000004027576040;7500;Československá obchodná banka, a.s.
35607564;"""""GARO Racing Team""""";Občianske združenie;Voderady;Športová;;382;91942;SK;SK4911000000002929847859;1100;Tatra banka, a.s.
51216752;Ninjacup, občianske združenie;Občianske združenie;Nižná;Nová Doba;505;4;02743;SK;SK8983300000002401382774;8330;Fio banka a.s
42393647;DETVANI - združenie na ochranu tradičnej ľudovej kultúry a krajiny;Občianske združenie;Detva;Obrancov mieru;;1;96212;SK;SK0902000000003492430659;0200;Všeobecná úverová banka, a.s.
55972098;SLNIEČKO Madlenka, o. z.;Občianske združenie;Pruské;Pruské;103;;01852;SK;SK6983300000002502870451;8330;Fio banka a.s
42446481;"""""BigHugGym""""";Občianske združenie;Bratislava - mestská časť Ružinov;Drieňová;;1C;82101;SK;SK3802000000003528888654;0200;Všeobecná úverová banka, a.s.
37792661;TAEKWONDO klub Humenné;Občianske združenie;Kamienka;;24;;06783;SK;SK2775000000004030020924;7500;Československá obchodná banka, a.s.
55661840;Lienka Pomáha, n.o.;Nezisková organizácia poskytujúca všeobecne prospešné služby;Levice;Ul. I. Krasku;1089;14;93401;SK;SK6109000000005215271708;0900;Slovenská sporiteľňa, a.s.
52986683;Happy seahorse;Občianske združenie;Bratislava - mestská časť Nové Mesto;Suchá;1892;21;83101;SK;SK9311000000002943135970;1100;Tatra banka, a.s.
37834011;Rodičovské združenie pri Materskej škole, Pri potoku, Skalica;Občianske združenie;Skalica;Pri potoku;2437;12;90901;SK;SK5711000000002625750193;1100;Tatra banka, a.s.
42182239;Občianske združenie HOHENLOHE petangový klub;Občianske združenie;Bratislava - mestská časť Staré Mesto;Chorvátska;2704;8;81108;SK;SK8283300000002201086145;8330;Fio banka a.s
37929674;Spolok Permon Marianka;Občianske združenie;Marianka;Družstevná;375;4;90033;SK;SK1909000000000632041185;0900;Slovenská sporiteľňa, a.s.
54004853;Kompromis - Kompromisszum;Občianske združenie;Nové Zámky;Pod záhradami;3195;11;94001;SK;SK4509000000005188291737;0900;Slovenská sporiteľňa, a.s.
56238169;"""""OZ Šťastie pre Amaly""""";Občianske združenie;Poprad;Ludvíka Svobodu;2604;49;05801;SK;SK3209000000005242431842;0900;Slovenská sporiteľňa, a.s.
55035337;Autocross team - AXT SENICA o.z.;Občianske združenie;Senica;Jabloňová;1285;8;90501;SK;SK6983300000002703047605;8330;Fio banka a.s
55915884;Od Tatier k Dunaju;Občianske združenie;Bratislava - mestská časť Nové Mesto;Račianska;1579;88B;83102;SK;SK3183300000002203355214;8330;Fio banka a.s
53682076;Občianske združenie Rozprávkový strom;Občianske združenie;Bratislava - mestská časť Staré Mesto;Karadžičova;4112;51;81107;SK;SK4083300000002402464915;8330;Fio banka a.s
52789608;FALANGIR;Občianske združenie;Kostolište;;436;;90062;SK;SK8011110000001606447004;1111;UniCredit Bank Czech Republic and Slovakia, a.s.
42365601;Výtvarné kurzy Miró;Občianske združenie;Bratislava - mestská časť Ružinov;Trnavská cesta;5410;112;82633;SK;SK3811110000001282004003;1111;UniCredit Bank Czech Republic and Slovakia, a.s.
52939456;"Tanečný klub """"BIBS""""";Občianske združenie;Poriadie;;166;;90622;SK;SK0709000000005171741893;0900;Slovenská sporiteľňa, a.s.
42258162;Občianske združenie CLARUS;Občianske združenie;Bratislava - mestská časť Staré Mesto;Šoltésovej;;14;81108;SK;SK8411000000002927885501;1100;Tatra banka, a.s.
37796798;Športový klub Bokša;Občianske združenie;Stropkov;Bokšanská;1345;9;09101;SK;SK7902000000002113339659;0200;Všeobecná úverová banka, a.s.
001783490041;Základná organizácia Slovenského zväzu včelárov Nová Baňa;Občianske združenie;Nová Baňa;Hviezdoslavova;389;2;96801;SK;SK0483300000002501818395;8330;Fio banka a.s
56444273;Autá a Káva;Občianske združenie;Žilina;Na starej hradskej;21;23;01003;SK;SK8611000000002947282943;1100;Tatra banka, a.s.
55926452;Hasiči Stupava;Občianske združenie;Stupava;Malacká;196;28;90031;SK;SK5209000000005224566022;0900;Slovenská sporiteľňa, a.s.
30855594;Telocvičná jednota Sokol Gajary;Občianske združenie;Gajary;Športová;1250;;90061;SK;SK4675000000004030063262;7500;Československá obchodná banka, a.s.
53113314;plávame.sk;Občianske združenie;Bratislava - mestská časť Nové Mesto;Za kasárňou;315;1;83103;SK;SK8683300000002801851111;8330;Fio banka a.s
34011242;Badminton klub M I Trenčín;Občianske združenie;Trenčín;Veľkomoravská;2162;16C;91101;SK;SK4611000000002624270462;1100;Tatra banka, a.s.
42189519;ŠPORTOVÝ KLUB BOULES NOVOHRAD, o. z.;Občianske združenie;Lučenec;Ulica Arm. Gen. L. Svobodu;2839;5;98401;SK;SK6383300000002901340642;8330;Fio banka a.s
42043158;Občianske združenie ÉS Polgári Társulás;Občianske združenie;Komárno;Hlavná;;34;94504;SK;SK9756000000003810483001;5600;Prima banka Slovensko, a.s.
00631183;Mestský tenisový klub Rimavská Sobota;Občianske združenie;Rimavská Sobota;Mestská záhrada;1;3736;97901;SK;SK9009000000000068940066;0900;Slovenská sporiteľňa, a.s.
42215137;Pro Gospel;Občianske združenie;Sihelné;;367;;02946;SK;SK9683300000002500667871;8330;Fio banka a.s
35657472;FC TREOS, Liptovský Mikuláš;Občianske združenie;Liptovský Mikuláš;Matúškova;3;19;03105;SK;SK8511110000006618379005;1111;UniCredit Bank Czech Republic and Slovakia, a.s.
54114845;Bojovníčka Klára;Občianske združenie;Stupava;Pastierska;3496;33A;900 31;SK;SK8975000000004031072355;7500;Československá obchodná banka, a.s.
52115411;ŠTÚDIO SIMART;Občianske združenie;Bratislava - mestská časť Ružinov;Narcisová;799;8;82101;SK;SK8175000000004026708857;7500;Československá obchodná banka, a.s.
42352851;Šport Komplex Relax;Občianske združenie;Most pri Bratislave;Záhradná;;737;90046;SK;SK3211000000002928904743;1100;Tatra banka, a.s.
42408351;Športový klub Taekwon do Turňa nad Bodvou;Občianske združenie;Turňa nad Bodvou;;290;;04402;SK;SK2683300000002403045130;8330;Fio banka a.s
42223695;Občianske združenie POLARIS;Občianske združenie;Žilina;Slovenských dobrovoľníkov;122;7;01003;SK;SK5509000000005036331648;0900;Slovenská sporiteľňa, a.s.
50110039;Centrum dobrovoľníctva, n.o., angl. názov: Volunteer Centre, n.o., skrátený názov: CD, n.o.;Nezisková organizácia poskytujúca všeobecne prospešné služby;Banská Bystrica;Komenského;482;21;974 01;SK;SK2575000000004031271290;7500;Československá obchodná banka, a.s.
37898426;"""""QUO VADIS ANESTÉZIA""""";Občianske združenie;Banská Bystrica;Námestie Ludvika Svobodu;3865;1;97517;SK;SK8011000000002627779213;1100;Tatra banka, a.s.
55436153;OSCARIUS;Občianske združenie;Dohňany;;498;;02051;SK;SK2409000000005207135044;0900;Slovenská sporiteľňa, a.s.
55663109;Ashram - jogovňa pod Tatrami;Občianske združenie;Kežmarok;Kukučínova;1167;10;06001;SK;SK3083300000002603382844;8330;Fio banka a.s
51757303;Inštitút moderného spotrebiteľa;Občianske združenie;Bratislava - mestská časť Rača;Karpatské námestie;7770;10A;83106;SK;SK6909000000005228937409;0900;Slovenská sporiteľňa, a.s.
14222604;Telovýchovná jednota Iľanovo;Občianske združenie;Litovský Mikuláš;;;;03101;SK;SK3809000000000056713667;0900;Slovenská sporiteľňa, a.s.
51338670;Pomoc psíkom Shih - tzu;Občianske združenie;Divín;B. S. Timravy;54;97;98552;SK;SK7109000000005141693827;0900;Slovenská sporiteľňa, a.s.
51193582;OZ Dočasný domov pre havinkov Piešťany;Občianske združenie;Piešťany;Hollého;2011;36;92101;SK;SK6283300000002402392739;8330;Fio banka a.s
50040464;Zlatý rez - Združenie pre kultúru Šamorína;Občianske združenie;Šamorín;NÁMESTIE SVÄTÉHO ŠTEFANA;489;2;93101;SK;SK4509000000005082421572;0900;Slovenská sporiteľňa, a.s.
31745679;Poradenské Centrum Nádej;Občianske združenie;Bratislava - mestská časť Karlova Ves;Mokrohájska cesta;3392;3;84104;SK;SK2402000000002224130751;0200;Všeobecná úverová banka, a.s.
42418968;Občianske združenie TÁBOR;Občianske združenie;Poprad;Dominika Tatarku;323;10;05801;SK;SK2202000000003597865157;0200;Všeobecná úverová banka, a.s.
31296050;Univerzitné pastoračné centrum sv. Košických mučeníkov;Účelové zariadenie cirkvi a náboženskej spoločnosti;Košice - mestská časť Staré Mesto;Rooseveltova;803;12;04001;SK;SK8031000000004350168506;3100;Prima banka Slovensko, a.s. (bývalá Sberbank Slovensko, a.s.)
55188150;Priatelia chrtíkov;Občianske združenie;Bratislava - mestská časť Staré Mesto;Heydukova;2149;27;81108;SK;SK5475000000004032487245;7500;Československá obchodná banka, a.s.
42270022;O.Z. VESTIGIUM;Občianske združenie;Bratislava - mestská časť Karlova Ves;Adámiho;;22;84105;SK;SK2102000000003285506454;0200;Všeobecná úverová banka, a.s.
37999877;Hasičské združenie Florián;Občianske združenie;Korytárky;;102;;962 04;SK;SK8356000000001373056001;5600;Prima banka Slovensko, a.s.
37901982;Združenie Brezovček pri ZŠ Ul. Martina Hattalu;Občianske združenie;Dolný Kubín;Martina Hattalu;2151;;02601;SK;SK5209000000000322303004;0900;Slovenská sporiteľňa, a.s.
35657618;Hokejový klub HK '95 Považská Bystrica;Občianske združenie;Považská Bystrica;Športovcov;2112;48;01701;SK;SK7809000000000063676286;0900;Slovenská sporiteľňa, a.s.
37881396;Rodičovské spoločenstvo pri Spojenej škole sv. Jána Pavla II.v Poprade;Občianske združenie;Poprad;Dlhé hony;3522;2;05801;SK;SK4075000000004030059781;7500;Československá obchodná banka, a.s.
53428056;Malý futbal Košice;Občianske združenie;Košice - mestská časť Nad jazerom;Galaktická;1486;16;04012;SK;SK3183300000002902061346;8330;Fio banka a.s
31873821;Hádzanársky oddiel TJ Slovan Modra;Občianske združenie;Modra;Vajanského;927;50;90001;SK;SK7302000000003196868955;0200;Všeobecná úverová banka, a.s.
52135977;Slovenské občianske združenie Príroda;Občianske združenie;Bratislava - mestská časť Nové Mesto;Nobelova;13816;12A;83102;SK;SK3009000000005165805176;0900;Slovenská sporiteľňa, a.s.
54129427;TVORIATO;Občianske združenie;Cífer;Mlynská;1065;26;91943;SK;SK5183300000002802063686;8330;Fio banka a.s
42329027;Tanečná skupina Dancin' Bugs;Občianske združenie;Košice - mestská časť Juh;Krivá;1042;14;04001;SK;SK5375000000004029981365;7500;Československá obchodná banka, a.s.
37954318;DOMINIK, n.o.;Nezisková organizácia poskytujúca všeobecne prospešné služby;Veľká Lehota;;431;;966 41;SK;SK7509000000005144240102;0900;Slovenská sporiteľňa, a.s.
001781522809;SZZ základná organizácia 28-09 Žilina - Trnové;Občianske združenie;Žilina - Trnové;Do Stávku;2;;01001;SK;SK9711110000001687755008;1111;UniCredit Bank Czech Republic and Slovakia, a.s.
50452185;BabyGym;Občianske združenie;Zvolen;M.Rázusa;1751;44;96001;SK;SK7156000000009760886001;5600;Prima banka Slovensko, a.s.
51209390;Srdce Autizmu;Občianske združenie;Bratislava - mestská časť Staré Mesto;Tallerova;2;4;81104;SK;SK3156000000005173725002;5600;Prima banka Slovensko, a.s.
006981720020;Slovenský zväz zdravotne postihnutých Okresná rada Šaľa;Občianske združenie;Šaľa;Krížna;4;;92701;SK;SK7809000000000024093205;0900;Slovenská sporiteľňa, a.s.
56056125;NÁDEJ- resocializačné centrum pre zvieratá;Občianske združenie;Veľké Blahovo;;67;;93001;SK;SK5583300000002603025046;8330;Fio banka a.s
42291852;Občianske združenie SAMKO;Občianske združenie;Dolné Dubové;;240;;91952;SK;SK3302000000003175911758;0200;Všeobecná úverová banka, a.s.
50747843;Občianske združenie KONE A DETI V NOVOM MIKULOVE;Občianske združenie;Bátka;Nový Mikulov;;176;98021;SK;SK8011000000002940037830;1100;Tatra banka, a.s.
42382084;TATRANSKÝ LIESKOVEC MEDVEĎOVO;Občianske združenie;Štrba;Tatranská Štrba;;3156;05938;SK;SK2575000000004020251702;7500;Československá obchodná banka, a.s.
31943144;Obecný futbalový klub Osikov;Občianske združenie;Osikov;;57;;08642;SK;SK5609000000000085124837;0900;Slovenská sporiteľňa, a.s.
50330047;mimoOs;Občianske združenie;Bratislava - mestská časť Ružinov;Mierová;2062;83;82105;SK;SK5983300000002301448676;8330;Fio banka a.s
30849179;ISA Slovensko;Občianske združenie;Bratislava - mestská časť Dúbravka;Na vrátkach;3437;16;84101;SK;SK7111000000002928908891;1100;Tatra banka, a.s.
34074511;Komunita Emanuel a Bratstvo Ježišovo;Účelové zariadenie cirkvi a náboženskej spoločnosti;Lehota;;776;;95136;SK;SK3809000000000360600990;0900;Slovenská sporiteľňa, a.s.
55111149;Valéria Auxilio o.z.;Občianske združenie;Ivanka pri Nitre;Urbárska;1008;62;95112;SK;SK2783300000002802675703;8330;Fio banka a.s
52885208;OZ DHZ VLAŠKY, o. z.;Občianske združenie;Vlachy;;168;;03213;SK;SK4009000000005175242223;0900;Slovenská sporiteľňa, a.s.
173196170693;SRRZ - RZ pri Materskej škole;Občianske združenie;Nitrianske Pravno;Hviezdoslavova;707;1;97213;SK;SK9302000000002536208191;0200;Všeobecná úverová banka, a.s.
35506849;Nadácia CITY TV;Nadácia;Košice - mestská časť Staré Mesto;Jesenského;;12;04001;SK;SK2911110000000105229071;1111;UniCredit Bank Czech Republic and Slovakia, a.s.
42089310;MLOCI, občianske združenie;Občianske združenie;Prešov;Severná;;12;08001;SK;SK4411110000001069221009;1111;UniCredit Bank Czech Republic and Slovakia, a.s.
50150090;Klub krajnianskej čipky;Občianske združenie;Krajné;;78;;91616;SK;SK7883300000002401185965;8330;Fio banka a.s
53488733;SEBEPÁN;Občianske združenie;Košice - mestská časť Staré Mesto;Karpatská;1326;1;04001;SK;SK5609000000005185811637;0900;Slovenská sporiteľňa, a.s.
00897027;Spoločnosť psoriatikov a atopikov SR;Občianske združenie;Bratislava - mestská časť Staré Mesto;Štetinova;687;5;81106;SK;SK4009000000000011477875;0900;Slovenská sporiteľňa, a.s.
00595314;Fonoklub Košice;Občianske združenie;Košice - mestská časť Staré Mesto;Park Angelinum;1130;10;04001;SK;SK0583300000002502356727;8330;Fio banka a.s
42365147;permanentne autorsky realizovaná tvorba;Občianske združenie;Bratislava - mestská časť Nové Mesto;Stará Vajnorská;;15;83104;SK;SK7283300000002200755167;8330;Fio banka a.s
173196170712;SRRZ - RZ pri Základnej škole;Občianske združenie;Košariská;;81;;90615;SK;SK2756000000004674989001;5600;Prima banka Slovensko, a.s.
173196170257;SRRZ - RZ pri Základnej škole;Občianske združenie;Považská Bystrica;Nemocničná;987;2;01701;SK;SK9109000000000063671784;0900;Slovenská sporiteľňa, a.s.
42434939;Kynologický klub L-dog;Občianske združenie;Žilina;Na chotári;266;17;01003;SK;SK7283300000002000842629;8330;Fio banka a.s
55960995;Rodičovské združenie pri ZUŠ Dezidera Kardoša;Občianske združenie;Bánovce nad Bebravou;Novomeského;;3;95701;SK;SK6102000000005073405757;0200;Všeobecná úverová banka, a.s.
51187892;Blue Bird;Občianske združenie;Košice - mestská časť Dargovských hrdinov;Lidické Námestie;923;7;04022;SK;SK5483300000002801482408;8330;Fio banka a.s
173196171366;SRRZ - RZ pri Materskej škole;Občianske združenie;Nedožery-Brezany;Kpt.Nálepku;611;8;972 12;SK;SK2909000000005034121292;0900;Slovenská sporiteľňa, a.s.
42286581;Rodičia škole vo Vrbovom;Občianske združenie;Vrbové;Komenského;1119;2;92203;SK;SK6109000000005019689250;0900;Slovenská sporiteľňa, a.s.
53492811;OZ Príroda na prvom mieste;Občianske združenie;Bratislava - mestská časť Ružinov;Miletičova;550;1;82108;SK;SK5883300000002802076364;8330;Fio banka a.s
42432618;Športový klub Partizánska Ľupča;Občianske združenie;Partizánska Ľupča;;7;;03215;SK;SK9809000000005077607284;0900;Slovenská sporiteľňa, a.s.
34009434;KLUB HORSKÝCH ŠPORTOV TRENČÍN;Občianske združenie;Trenčín;L. Novomeského;2669;8;91108;SK;SK4009000000000041712872;0900;Slovenská sporiteľňa, a.s.
42037832;"Občianske združenie """"NARCIS"""" - ľudia vzdorujúci rakovine";Občianske združenie;Vranov nad Topľou;Sídlisko II;;1233;09301;SK;SK9109000000000561554257;0900;Slovenská sporiteľňa, a.s.
173196171115;SRRZ - RZ pri Strednej zdravotníckej škole;Občianske združenie;Nitra;Farská;1305;23;94901;SK;SK1109000000000031237588;0900;Slovenská sporiteľňa, a.s.
50605500;"""""Outdoor Adventures Club""""";Občianske združenie;Kysucký Lieskovec;;231;;02334;SK;SK4183300000002501293832;8330;Fio banka a.s
54095611;Davidkovi;Občianske združenie;Madunice;Záhradná;762;20;92242;SK;SK9109000000005197386017;0900;Slovenská sporiteľňa, a.s.
35630248;Klub priateľov železníc Trnavy a okolia;Občianske združenie;Trnava;Ulica Kollárova;570;36;91795;SK;SK1709000000005165120687;0900;Slovenská sporiteľňa, a.s.
52065561;Spolu AUT;Občianske združenie;Bratislava - mestská časť Petržalka;Romanova;1669;22;85102;SK;SK7009000000005165194811;0900;Slovenská sporiteľňa, a.s.
53484622;Bonisport;Občianske združenie;Bratislava - mestská časť Ružinov;Plynárenská;5944;7C;82109;SK;SK8611000000002947118334;1100;Tatra banka, a.s.
30808022;Turist klub Filozof Bratislava;Občianske združenie;Bratislava - mestská časť Ružinov;Tučkova;16396;9;82105;SK;SK6811000000002949031304;1100;Tatra banka, a.s.
36076317;Hudobná spoločnosť Gran;Občianske združenie;Bratislava - mestská časť Podunajské Biskupice;Hronská;5152;22;82107;SK;SK1783300000002701107862;8330;Fio banka a.s
42364035;Angličtina - ZŠ Gercenova;Občianske združenie;Bratislava - mestská časť Petržalka;Gercenova;;10;85101;SK;SK8002000000003363682251;0200;Všeobecná úverová banka, a.s.
53114566;Neurochirurgia n.o.;Nezisková organizácia poskytujúca všeobecne prospešné služby;Bratislava - mestská časť Ružinov;Ružinovská;4810;6;82606;SK;SK8211000000002942088762;1100;Tatra banka, a.s.
42425999;Občianske združenie FolkHont;Občianske združenie;Šahy;Tešmák;120;;93601;SK;SK3402000000004508652358;0200;Všeobecná úverová banka, a.s.
30858666;MARTA;Občianske združenie;Bratislava - mestská časť Staré Mesto;Suché mýto;2;;81103;SK;SK9009000000000179735794;0900;Slovenská sporiteľňa, a.s.
42415446;DÚBRAVČAN;Občianske združenie;Bratislava - mestská časť Dúbravka;Plachého;2629;7;84102;SK;SK2331000000004080038209;3100;Prima banka Slovensko, a.s. (bývalá Sberbank Slovensko, a.s.)
42295335;SAŠETKY;Občianske združenie;Hlohovec;M.Bela;2304;4;92001;SK;SK9375000000004026614842;7500;Československá obchodná banka, a.s.
37879189;"""""AMATÉRSKE ŠPORTOVÉ ZDRUŽENIE SOKOL""""";Občianske združenie;Torysa;;28;;08276;SK;SK4309000000000502502588;0900;Slovenská sporiteľňa, a.s.
